block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares
4707777,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250339654596707583328503,2933508540846684470,1250336721088166736644033
4707780,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127655828345120992418,167239032307505,2127655661106088684913
4707780,osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,719,/osmosis.gamm.v1beta1.MsgJoinPool,15568113629115463734925024,7829487414949444143,15568105799628048785480881
4707780,osmo1kzwd7yysw2mns8kgwzvx2ds7rer9v0jer5qxan,712,/osmosis.gamm.v1beta1.MsgJoinPool,592516225354309051327412,291837630322190034,592515933516678729137378
4707781,osmo14mz27u8mqdhh5wqpv6qkxkcvalxw2gxejjrxx4,1,/osmosis.gamm.v1beta1.MsgJoinPool,392587125602363787141688044,2762405076597750238,392587122839958710543937806
4707783,osmo195qtq6dhtnkzxzeeh5sm2v0gcwxnj0cx2r6e4p,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969207462659274702043115,53078438117120418,2969207409580836584922697
4707790,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557903353267093717,4862514009941,348557898490753083776
4707793,osmo1awy5a2wu4jxad56np8tclrch92hrufwuv6jsn3,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969207409580836584922697,104823113942502132,2969207304757722642420565
4707795,osmo1yft5uvlg9hs4302uv5t5hvft6fm8xmdanjpfur,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557898490753083776,360799613863863,348557537691139219913
4707797,osmo1l2vzsd2jdzap8zwjk0krlufgwm4rgw2dq9zvpf,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140172406801646942836939,7953601331186006401,22140164453200315756830538
4707798,osmo1t4p7mwr0g4afs2w6kzn3whyjzc8a89x9hhl7pf,712,/osmosis.gamm.v1beta1.MsgJoinPool,592517335197842325034277,6006837833383032408,592511328360008942001869
4707801,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,601,/osmosis.gamm.v1beta1.MsgJoinPool,44197720260399732853788,2019137210722894,44197718241262522130894
4707801,osmo1r68ht4rszyttxt29p2fvlc9kx97056udrfr5ta,712,/osmosis.gamm.v1beta1.MsgJoinPool,592511328360008942001869,4328255841467028754,592507000104167474973115
4707802,osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,3,/osmosis.gamm.v1beta1.MsgJoinPool,105672260427879613282240686,307156023897986992,105672260120723589384253694
4707804,osmo1t3yvpsxwpp4nq2hfry6w5jnfz938t3ve0097s0,3,/osmosis.gamm.v1beta1.MsgJoinPool,105672260120723589384253694,31297813583368352666815,105640962307140221031586879
4707806,osmo1w9zvj2swp396altz9kq7lj2pel0ykawpjnh68h,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969165586472154265240297,17552149645975227,2969165568920004619265070
4707807,osmo1k9dcz2j2qc9gx3ddda250p06kmku476jqqlw5d,578,/osmosis.gamm.v1beta1.MsgJoinPool,696016381428075844599,1521962318506471917,694494419109569372682
4707808,osmo1lr96tt6u0jmvfvladzq0dd808wmkqt88pg36dh,1,/osmosis.gamm.v1beta1.MsgJoinPool,392547686770803072825209820,206259218812472937652,392547480511584260352272168
4707811,osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127655661106088684913,13923997941829,2127655647182090743084
4707811,osmo16a8ll0ur70j4qx3av8jeg3gc45eazqppjczr7d,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737800287818344801887762,758905745481750617143,1737041382072863051270619
4707813,osmo1g364cg7jd7v6y5drhl9zp59zxc8jqgevkape3m,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912167603850383608796,2554089290136007,1912165049761093472789
4707813,osmo1f4jmpk8qqehxxqg6pze5ytgg4xj68yeysvf6df,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737041382072863051270619,548104230391868761,1737040833968632659401858
4707814,osmo17rt5ny8earrvpxq9xdvf9z6y67wwm2t9qlec24,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352386575494546937753184763,177088221032856335144,1352386398406325904896849619
4707814,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912165049761093472789,232631902907111,1912164817129190565678
4707815,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140294255658728904393964,1573235893315568,22140294254085493011078396
4707818,osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557548964331622825,632763554843,348557548331568067982
4707821,osmo12x5cynhwhn0wpuzwww6c05n680uek5yck2uu6y,1,/osmosis.gamm.v1beta1.MsgJoinPool,392549890004025301883932746,18660219115934950295,392549871343806185948982451
4707826,osmo1zl093c99c3cfgymz80gh03d9l5dlpd0zvyryff,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969166703209016289971735,1251655347714996087,2969165451553668574975648
4707827,osmo1gmsvfd4jczze0dhu49ajng3h7q9kmcntgnhhgm,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557586137889148068,10061540417505,348557576076348730563
4707827,osmo1dejv45ml7phyfxl9u5rc44tmfupxlzemr3t305,712,/osmosis.gamm.v1beta1.MsgJoinPool,592507595540517212537509,1696990814780495307,592505898549702432042202
4707827,osmo1kfnrgxwu3fle68rgyr44xk7knalemlr7wfld0s,629,/osmosis.gamm.v1beta1.MsgJoinPool,611990944566813727617,12122176333476,611990932444637394141
4707831,osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969165451553668574975648,2620068762757712552,2969162831484905817263096
4707831,osmo1hckxxares7luf0wpq9j3ga6d6aer7dv0hqxlys,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250336721088166736644033,3880120285821431650,1250332840967880915212383
4707831,osmo15xw8dv9c0lpz3s3sppd4uc3e2600avv94shr44,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140294254113324642333820,18192457054198029533,22140276061656270444304287
4707834,osmo1hz2e0777lyt5644hqmdhzlklxndk3e45evspjs,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912164817129190565678,2299972857351136,1912162517156333214542
4707834,osmo1nwu2zkf4v578lyyyylljkuly8r7qndkputpz3k,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557576076348730563,11188184644259,348557564888164086304
4707834,osmo165zqnnnz50htl8fswa28tpmw30t58utfdvfrc5,662,/osmosis.gamm.v1beta1.MsgJoinPool,10571854233591434094675,20291232487670072,10571833942358946424603
4707834,osmo1xqjup8fwt75afeyygrl3e5hskcsza54lqjty5p,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199277496788972253973,1007726106612988,44199276489062865640985
4707834,osmo168j8pgmcng2xx83y8f6hmd75lu7n2rryeluczh,712,/osmosis.gamm.v1beta1.MsgJoinPool,592506608612997353268438,89441649377842989075,592417166963619510279363
4707837,osmo1gctysa67efud575ch9yg5r3eufd5s0ghsse5cy,716,/osmosis.gamm.v1beta1.MsgJoinPool,584559650175398499676,139738451136070346,584419911724262429330
4707838,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557576615806966874,24344287740262,348557552271519226612
4707838,osmo1dapuwj2d44zd9kmey0qncyfq06ws7cql8nfzkn,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140276061656270444304287,11983461133610045637,22140264078195136834258650
4707839,osmo1ac7gqzvs6umzp7gsz6kp84st2lg3wjju2h3w49,669,/osmosis.gamm.v1beta1.MsgJoinPool,76767031982469287094880,193498960726012830,76766838483508561082050
4707839,osmo13p8vcqyufhgrk4tgfm3ztmvy6ef6smc4varkxv,674,/osmosis.gamm.v1beta1.MsgJoinPool,844967376385790552296349,71281078827864526,844967305104711724431823
4707843,osmo14snel90k7v67nr0mwcp9wn938vfauuydkew3at,704,/osmosis.gamm.v1beta1.MsgJoinPool,446288687436304125911060,12975377294,446288687436291150533766
4707844,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,1,/osmosis.gamm.v1beta1.MsgJoinPool,392549914516783791689374224,491343550518024141,392549914025440241171350083
4707845,osmo16c53zl78wj6srl7whtnvky505hk3748djskev7,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557552271519226612,19245581784967,348557533025937441645
4707847,osmo1q0tfewa60enuu8utyjs9w7um58njhd7fa4gwer,604,/osmosis.gamm.v1beta1.MsgJoinPool,348557533025937441645,1966791518331735,348555566234419109910
4707849,osmo15qg37vyvz4tgsnlleg0m9zjf2sz64ty9nwzdxm,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550468254615323038551667,980696674404848297,392550467273918648633703370
4707849,osmo1avqxhv6txc3zf7f2ndqf7pfheuas2yfrcjchgk,648,/osmosis.gamm.v1beta1.MsgJoinPool,293144915312281112002311669,31005860902767,293144915312250106141408902
4707851,osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199276489062865640985,69375019437656017,44199207114043427984968
4707851,osmo1jyufchym0rk80ddmfelhpeec2k5qn7n5fyzegg,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550467273918648633703370,354585531618107870370,392550112688387030525833000
4707860,osmo1psut3wswfp0ft683g78u2ymea4w9kcne2j7nq3,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969094531296679073710555,29738416441558268604,2969064792880237515441951
4707864,osmo16c53zl78wj6srl7whtnvky505hk3748djskev7,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640980888722875399443867,449859083412173996,105640980438863791987269871
4707864,osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,4,/osmosis.gamm.v1beta1.MsgJoinPool,21157589011610286462477445,121111202579578076823,21157467900407706884400622
4707864,osmo1j0pj4g67e4f2r3clkk9l7ngjdhz4r0z92wtfp6,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969064826084466831036986,67834663811048723,2969064758249803019988263
4707866,osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969064758249803019988263,409805107383327803,2969064348444695636660460
4707868,osmo1rcq8px9em228d2f54f2927w56e9dd0suyn8855,690,/osmosis.gamm.v1beta1.MsgJoinPool,1250332840978147720460397,10340534305297312819,1250322500443842423147578
4707869,osmo147wy7dkkumx2dz9w9qk80f2veku4dun8zyq03e,9,/osmosis.gamm.v1beta1.MsgJoinPool,1352387203186451396142203235,15748782472651434047,1352387187437668923490769188
4707871,osmo1cvz2pv0sl3nhpazn2kdux03pkq7js8sn7pwjf8,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550122112410119294228758,36835944895244272884,392550085276465224049955874
4707871,osmo1nuyr0e9txrn80rma8nh3mwq580v7prv37l5kcu,674,/osmosis.gamm.v1beta1.MsgJoinPool,844965060057812809660087,-2838053831589,844965060060650863491676
4707873,osmo13jasrraq2z0nt8v087t87utaat9ne4ccfx2rqt,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550085276465224049955874,75695970625162840,392550085200769253424793034
4707875,osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199207205411767185061,439697353333160,44199206765714413851901
4707876,osmo1dylkpa2k326sxe0sqm8ux9pfragjexemj9y0fe,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968998586634325060544713,151787415915708317,2968998434846909144836396
4707876,osmo15ctw00325cl8yfzf7qv492z6nakyky9khq6cj5,497,/osmosis.gamm.v1beta1.MsgJoinPool,1402477364274362026159108,3778279124036718473,1402473585995237989440635
4707876,osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,585,/osmosis.gamm.v1beta1.MsgJoinPool,217597475360918724495310,1690425587079516186,217595784935331644979124
4707879,osmo1cvz2pv0sl3nhpazn2kdux03pkq7js8sn7pwjf8,497,/osmosis.gamm.v1beta1.MsgJoinPool,1402473585995237989440635,1259142321186364341,1402472326852916803076294
4707882,osmo1uwwmqtvcel675fsfmr8rp4qz46q6k4zr6lar0l,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640980438863791987269871,43522568789206660112,105640936916295002780609759
4707885,osmo1gctysa67efud575ch9yg5r3eufd5s0ghsse5cy,716,/osmosis.gamm.v1beta1.MsgJoinPool,584419911724262429330,21109171134596625,584398802553127832705
4707891,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,15,/osmosis.gamm.v1beta1.MsgJoinPool,57430634831126692353041513,1522126597587234933451,57429112704529105118108062
4707895,osmo1djqpcjyy2rcphlestk64l3c8pt48udh3f6x7ja,604,/osmosis.gamm.v1beta1.MsgJoinPool,348555575923497348146,41551352095795,348555534372145252351
4707896,osmo18lxcytxeddq9jqrrvyrzf3x69gruqgezxjq6k0,604,/osmosis.gamm.v1beta1.MsgJoinPool,348555534372145252351,14906612336694,348555519465532915657
4707896,osmo1f95ukjds2ey4jah7zqtl3yr07gm9mfckkrvm55,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140299191406368795863444,45129231531928755298,22140254062174836867108146
4707897,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199206765734619116781,807361033273277,44199205958373585843504
4707898,osmo160mmugczxuzzat5lwu6h2cxm9a0anthnfhy8mh,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199205958373585843504,343612269103902,44199205614761316739602
4707902,osmo18y3ntd3tvccdunk9068rndjarhrpg66gh8h7tx,712,/osmosis.gamm.v1beta1.MsgJoinPool,592417312740492895583599,12779519086007965,592417299960973809575634
4707903,osmo1u5n3hzap00fjq6etv87vpd05w9zmjzydcud7c8,712,/osmosis.gamm.v1beta1.MsgJoinPool,592417460548878299798397,118561688036452684,592417341987190263345713
4707904,osmo1uwwmqtvcel675fsfmr8rp4qz46q6k4zr6lar0l,1,/osmosis.gamm.v1beta1.MsgJoinPool,392549880355899488019851163,25210568056009515195,392549855145331432010335968
4707906,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,678,/osmosis.gamm.v1beta1.MsgJoinPool,2969000097077693122913840,36350416313068749630,2968963746661380054164210
4707908,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,605,/osmosis.gamm.v1beta1.MsgJoinPool,834453468401747893062033367,196530364677669786400,834453271871383215392246967
4707911,osmo1qm3xhjqcg0g8q68c5x642afdja5srf2eugkena,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968964165779162896452540,200826478603419,2968964165578336417849121
4707913,osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,604,/osmosis.gamm.v1beta1.MsgJoinPool,348555542638028878808,712865273944731,348554829772754934077
4707915,osmo1f6d9m3kphpmha7nzrda6496amqt2cs3wm8d8zf,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640937968065005926678174,799296147679386654,105640937168768858247291520
4707916,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,648,/osmosis.gamm.v1beta1.MsgJoinPool,293144915312250106141408902,38601972681069,293144915312211504168727833
4707916,osmo1seufgtjwk9dtgrnajf603zzzax3plz2fza4yhg,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968964165940768933688426,32839369063273448,2968964133101399870414978
4707916,osmo1jy3mqclrr08n3hd0z07xf9mj43g56nft0x79mm,619,/osmosis.gamm.v1beta1.MsgJoinPool,329275424028183243789882,143226047037196083,329275280802136206593799
4707918,osmo160mmugczxuzzat5lwu6h2cxm9a0anthnfhy8mh,648,/osmosis.gamm.v1beta1.MsgJoinPool,293144915312211504168727833,86877250148939,293144915312124626918578894
4707921,osmo1jpfxkmj6ycehtpmu7gc5s7rg3mppwvm5zmd2ge,674,/osmosis.gamm.v1beta1.MsgJoinPool,844965238261946833970157,12473576775973256,844965225788370057996901
4707924,osmo1f6d9m3kphpmha7nzrda6496amqt2cs3wm8d8zf,604,/osmosis.gamm.v1beta1.MsgJoinPool,348554871239093851255,2231924981711,348554869007168869544
4707925,osmo1mjcdjwnesd27ux3gh25u5ykmlfu09294y0qnx0,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550222688405550216631719,1158405371432323189,392550221530000178784308530
4707926,osmo1hn542e9gaxa7397e4lda6hmcryart0uqgpdm62,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968964133101399870414978,1061601622233854634,2968963071499777636560344
4707927,osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,605,/osmosis.gamm.v1beta1.MsgJoinPool,834453478352473752013469252,5537624668214409137171,834447940727805537604332081
4707927,osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2,584,/osmosis.gamm.v1beta1.MsgJoinPool,167562081239826485229228,263695449475545222,167561817544377009684006
4707928,osmo1sphqy80aglgpe05dxsy705rkpr0alcyf8kxd6z,648,/osmosis.gamm.v1beta1.MsgJoinPool,293144915312124626918578894,9868856410691327,293144915302255770507887567
4707931,osmo1k5nn96k7eya7u5s70thm3gtmgucka7d8zq4m8h,674,/osmosis.gamm.v1beta1.MsgJoinPool,844965570038317918504573,11970230288749113355,844953599808029169391218
4707933,osmo1w9pkvf5wwwmdshv35ftej0ssx7nzgqc6ykqth9,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199300628132587614345,149698660822038835,44199150929471765575510
4707935,osmo1sp73fkg4nncgckml2ka4p8jqm9ufdd0znahr5w,674,/osmosis.gamm.v1beta1.MsgJoinPool,844953599808029169391218,9566294363305315083,844944033513665864076135
4707935,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968963071499777636560344,872410046690522200,2968962199089730946038144
4707935,osmo18u3p0rpr5u0ehy4pl876qxk8rxgzsh5mju4vjv,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737110589168640800429022,86155750937463617867,1737024433417703336811155
4707939,osmo1pem96tum8kn6vx3tmzyduzxv7kh8hc5dttcgw6,584,/osmosis.gamm.v1beta1.MsgJoinPool,167561817544377009684006,125707970561109139,167561691836406448574867
4707940,osmo152p449t24mdqfcm2elufezvwjuuywswf5jf826,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140260716385825971458565,118257923170252317337,22140142458462655719141228
4707941,osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550266246114338602074927,25937590275323835259,392550240308524063278239668
4707941,osmo1w9pkvf5wwwmdshv35ftej0ssx7nzgqc6ykqth9,604,/osmosis.gamm.v1beta1.MsgJoinPool,348554877143094426496,95502789899644,348554781640304526852
4707946,osmo1y9pnp8eczyueq92rxrnmzmexg6pe4r3xzy55zs,712,/osmosis.gamm.v1beta1.MsgJoinPool,592427053265535682078941,81814881422272926,592426971450654259806015
4707947,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,604,/osmosis.gamm.v1beta1.MsgJoinPool,348554781640304526852,327065084445974,348554454575220080878
4707947,osmo1yft5uvlg9hs4302uv5t5hvft6fm8xmdanjpfur,712,/osmosis.gamm.v1beta1.MsgJoinPool,592430659699697776090901,7648457920988453164,592423011241776787637737
4707952,osmo17t5lxhc87uq83myfyzj9dqncm4zdnvky0nynk8,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968962199089730946038144,3552220897682388081,2968958646868833263650063
4707952,osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199155334387175581042,95534047591061211,44199059800339584519831
4707961,osmo1mergdp6r8c0xe49fz5k2ekyuvqrjzxylxphc6v,497,/osmosis.gamm.v1beta1.MsgJoinPool,1402184660054630462321055,7837394190024963795,1402176822660440437357260
4707963,osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2,604,/osmosis.gamm.v1beta1.MsgJoinPool,348554526353065455537,239411518264872,348554286941547190665
4707964,osmo1lsjl0d36musly00s4d68yqe0ndszx5x9ldd4l6,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968737474093472198717962,63194636301523991,2968737410898835897193971
4707964,osmo1rw9fedvw59ps84lm6uvy45z5dpsqp3jj2pvd3p,712,/osmosis.gamm.v1beta1.MsgJoinPool,592424801208527749535592,650201415904030632,592424151007111845504960
4707967,osmo10xdrh24kpcruktw3vuuw2gwhnmuznch0mdhhne,602,/osmosis.gamm.v1beta1.MsgJoinPool,4543097971493428308297,22067500583565,4543097949425927724732
4707969,osmo1k6hu2pjf444s63eh785gx83ew7y69uzn4pw836,631,/osmosis.gamm.v1beta1.MsgJoinPool,1825936004849427561590176,599536804541778838554,1825336468044885782751622
4707971,osmo1p4kx0cfsj3qxaje65fghn058pkquplhtpnvkuw,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550256422155547512590529,3213946031117169947,392550253208209516395420582
4707971,osmo1gg56dyw6f0r99uyqd9dtl5g8psmuvw5a29hp5z,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199059832614260582929,2598297246498072,44199057234317014084857
4707973,osmo1ed4xz2gklxrsga3gnc7t6eu28eejdsf0cgasn5,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199057234317014084857,102812342854557050,44198954421974159527807
4707975,osmo1f557kqlyvu6ha3a9ghan5666wpajzcdsmvj3z2,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140154901030142111298281,2973755715426073131,22140151927274426685225150
4707977,osmo1420dd09a073c2a2gwhmuzrq5fvqwg6de4r7jhq,648,/osmosis.gamm.v1beta1.MsgJoinPool,293145305072492169674491119,2753407165614571,293145305069738762508876548
4707978,osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,625,/osmosis.gamm.v1beta1.MsgJoinPool,66318047151425969839638339,471863497889162333416,66317575287928080677304923
4707979,osmo182hdh9w3wj77uzjsljdwjktpqwljf4rhmvl0qj,719,/osmosis.gamm.v1beta1.MsgJoinPool,15568577952649924251596849,555918447623773521425,15568022034202300478075424
4707981,osmo1gg56dyw6f0r99uyqd9dtl5g8psmuvw5a29hp5z,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737132888073819263952100,17476822672992173,1737132870596996590959927
4707981,osmo1s9mcll2xh2k8rfsrqv37mtzedx6e4qtgqg42ef,1,/osmosis.gamm.v1beta1.MsgJoinPool,392550259998640506326827007,34475566372077952027,392550225523074134248874980
4707982,osmo13f8e7tckw0q90r3m44pmcs080pf0q4572y0qv5,712,/osmosis.gamm.v1beta1.MsgJoinPool,592436743749933385176736,2770803625331753087,592433972946308053423649
4707982,osmo1lvxcql4c9yeec8spuaspeq5j5slnd27g6zdh0a,704,/osmosis.gamm.v1beta1.MsgJoinPool,446289008015154932910415,21224860297377620218,446267783154857555290197
4707985,osmo1cuu2hqvr5c6zskqk34g0a0l54zzhkenq80asf2,641,/osmosis.gamm.v1beta1.MsgJoinPool,22140151927274426685225150,21164497815697557483,22140130762776610987667667
4707986,osmo1d5jcz0a6wtqr62hlk9m28qg5wukqsjep4rvjug,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912163149838058069386,5082256429216861,1912158067581628852525
4707990,osmo1xq50t67y93mdzut3y06tv4k0gel7akq9r7dnmw,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198954421974159527807,102680450954378,44198954319293708573429
4707992,osmo1ed4xz2gklxrsga3gnc7t6eu28eejdsf0cgasn5,601,/osmosis.gamm.v1beta1.MsgJoinPool,44198954319293708573429,44222893614805640,44198910096400093767789
4707996,osmo1xlxtuvxfvu7udf78t7fjt6p5kcr8wuk0qgl6k6,722,/osmosis.gamm.v1beta1.MsgJoinPool,1737132956691292902681266,35966603136763982,1737132920724689765917284
4707997,osmo1k6hu2pjf444s63eh785gx83ew7y69uzn4pw836,631,/osmosis.gamm.v1beta1.MsgJoinPool,1825336468044885782751622,894446357625686845479,1824442021687260095906143
4707997,osmo148y8u0ejvh8psvg83rgt2w5sa6d5t5tlhwkm09,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640937168768858247291520,1863232031996741959,105640935305536826250549561
4707997,osmo19uw4j3fyrxj8kputaxvp453633fd6vkhwhg2vs,674,/osmosis.gamm.v1beta1.MsgJoinPool,844944175339540609305213,105289082608593,844944175234251526696620
4707999,osmo109aaa6tftveephmkppldkgjlj70t6cdx2gcx88,678,/osmosis.gamm.v1beta1.MsgJoinPool,2968737699299440918052202,56527910479908964,2968737642771530438143238
4708004,osmo1xlwupe9mesp3t9q38dx6xmmwtsccxr9hq3cf29,601,/osmosis.gamm.v1beta1.MsgJoinPool,44199042995021673544811,12607106436456696,44199030387915237088115
