block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,estimated_gamm,extra_gamm,ratio
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cl3swpzudwjpwmswcjldfz8gt2p3zy4wrydfxq,604,48967101873675,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,6707054,uosmo,188199,32661146138938,16305955734737,0.4992462807451006
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1fxh7fwq3tds2jn3ed357vxthcxhlc0hftupg4w,712,325046526108182391,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5974,uosmo,1597121,216782667234290768,108263858873891623,0.49941196985496994
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kyqydg0tmq9ll9yya9vmncyl623mkgx4jq52v0,722,4225158431290551561,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,299837814626681453,uosmo,555527,2817712392594956032,1407446038695595529,0.4994995381339882
4707693,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14gpkd030ru3xw6xykp7nl4dljckzrs0mtkw7xh,641,20840206646864544965,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,8228401,uosmo,220610,13898105178567689216,6942101468296855749,0.499499851174122
4707695,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1m4k4rncdjtxvremn6j2gqgw4tcgk3kmztgsffs,712,1290990514533657248,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,23726,uosmo,6343058,860963452254990592,430027062278666656,0.49947191271866664
4707695,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jh8dac9hehaz7eud4qhcwf98ddleqhsn4vm5tr,3,17638883389160999654,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,382865,uosmo,117607,11763186701025675264,5875696688135324390,0.4994987189672846
4707695,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1h4w509ewf0wh6m3d9fqyak9z45m9lrqsy5r63n,712,81276327289436270,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1494,uosmo,399423,54214436129313752,27061891160122518,0.49916393293427896
4707697,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kusyp7jj00y2t4ymc6ygxvfl7wyga29rt2a9v3,722,50198172636788613716,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,5343306854305811403,uosmo,9893810,50198172636789174272,-560556,-1.1213252548714081e-14
4707697,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cl3swpzudwjpwmswcjldfz8gt2p3zy4wrydfxq,605,80112789301562611779,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,295054722,uosmo,12041,53427812321252061184,26684976980310550595,0.4994585370604072
4707698,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dyzwn3hqj8uhfmv2rge9um7n0f44fv9xfxt6nt,9,62607968015603247042190,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,35737777275,uosmo,55683737,41752670169856747765760,20855297845746499276430,0.4994961462561247
4707698,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,719,22755595250280157949,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,782161,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,449058,17512797415714984960,5242797834565172989,0.29936952447474696
4707699,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kaxg4m0qf4pwekcpledsgen8cuelz9p0pn5nea,629,5564108634743821,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,483132193571236481687,uosmo,3767445,5564108634744068,-247,-4.440892098500626e-14
4707700,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kyqydg0tmq9ll9yya9vmncyl623mkgx4jq52v0,604,28851614841028,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3951825,uosmo,110888,19244117985587,9607496855441,0.4992432941138998
4707702,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,604,24457796662,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3351,uosmo,94,16315787511,8142009151,0.4990264273490146
4707705,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,712,1241312573676067891,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,22813,uosmo,6098981,827834049316703744,413478524359364147,0.49947030410340143
4707705,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo126yahr704qnjar6t7ykdvuq43yujvl4m5lx0xh,1,33459669663674207842,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,302564,uosmo,2362559,22313910596507392000,11145759067166815842,0.4994982398518424
4707707,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g692jde5e7nqpml4rmxgge22m3qvft8u88z3dz,719,5281695819698322400,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,181544,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,104229,4064821977226483200,1216873842471839200,0.29936706928113455
4707707,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lvgxhqamdq8j9a7853uap5lg9j3tafw5gvx06u,678,3996219792438884247,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,13464146,uosmo,11983802,2665035092783541504,1331184699655342743,0.49949987647816085
4707710,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10ka033a6vx803h7hd4mfe3l8ky0txwcqyunzdj,690,4492045397520364792,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,5100001,uosmo,384996,2995697308358571776,1496348089161793016,0.49949909324506647
4707710,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n8j9xve22sh5arf2kfdtdde46udztadalmr7c2,3,74805431180092419193,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,1623705,uosmo,498764,49886921910072381440,24918509270020037753,0.4994998351459501
4707710,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,719,866075838010048967,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,29769,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,17092,666546573390958208,199529264619090759,0.2993478214193117
4707710,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kmmqf8e4qqfq7gqfdj7qwk3sjrpt6cgzlh4zzy,712,1800288601441474372,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,33085,uosmo,8845478,1200604505394135936,599684096047338436,0.4994851288272264
4707716,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g692jde5e7nqpml4rmxgge22m3qvft8u88z3dz,604,6257563500183,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,857105,uosmo,24050,4173798208353,2083765291830,0.49924917013471615
4707720,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0veljq6jx2u5dxwyfsuye2hwsr0ssl9z5adpu,678,125873800498450814,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,424074,uosmo,377489,83943941757757048,41929858740693766,0.4994983302272571
4707722,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1fnf8fvnyuw20jse47a53ue59pdzp8q254qfrdp,712,612290897262550023,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,11253,uosmo,3008423,408345517919939424,203945379342610599,0.49944316857322857
4707728,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12vghx05jf5e2sxgfkdhktl3ch0e2k9ae3uxqm4,712,6384741607459139,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,118,uosmo,31415,4273019157025937,2111722450433202,0.4941991535331616
4707729,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17j675mzjnf5ud7ynphf9xp2ra8jzg3zylhlkte,629,12812588952702015,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,741510750092262609649,uosmo,5790711,8546009018869521,4266579933832494,0.4992482367397366
4707732,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10sp2ean8c8j5pnsyaccea5f6h5hpjhl24ntk4d,1,15968600513332982000,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,144410,uosmo,1127444,10649318743632470016,5319281769700511984,0.49949502853232386
4707732,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo18ugyzt4fe22yqp6jmamt0zfjm5tpul7cmxej8d,1,4549714265602801812,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,41145,uosmo,321229,3034181865690299648,1515532399912502164,0.49948634162300176
4707732,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gqeq49wq0eefzlxp8gctuvmc7apauhayzhdxs8,498,865189508092276673,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,252902,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,626509,577082299067141312,288107209025135361,0.4992480439806648
4707732,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13lucu9nssvvngazwqs0vcy6e4my87lqtfjrrwf,722,387831577439080563657,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,27454824030078117535,uosmo,51120791,258643806160725475328,129187771278355088329,0.49948140338638414
4707732,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1r8xvgh0he0h7rjar3saucpmt303t0qy24lyj39,704,5629470097222038,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,28754327771375,uosmo,45786,3754272459309421,1875197637912617,0.4994836305134738
4707732,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cyplugff6n0w7mje34ezp6m2g0cvk7hnjtxaw0,9,635624915704674208809,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,362818430,uosmo,565319,423891252061677223936,211733663642996984873,0.4994999604572854
4707733,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13t2nzrdtdqrgfq2hnq45rqxra3hfjqqucdg2py,9,29229889179262063255,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,16683044,uosmo,26000,19493390607852644352,9736498571409418903,0.4994769133435004
4707739,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ju3vys9l5d4fa6f22l9z4q9rdlfnr6mtvfrkel,601,97007585158254684,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,4798460,uosmo,1380551,64704101976541572,32303483181713112,0.49924938597285107
4707740,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,712,284656493923504771,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5232,uosmo,1398645,189850589546928912,94805904376575859,0.4993711349689589
4707744,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,625,1089417981229704,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,93,uosmo,1,730307379040226,359110602189478,0.49172528238920865
4707744,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10p0nsg43rukvhngt7gghg6z3c0zecfrurk27md,690,12329129829991363705,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,13999989,uosmo,1056512,8222165320715845120,4106964509275518585,0.4994991403210991
4707747,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tpwmyh60fp84mp2udkcz4qlaju82nr7jq2240z,678,115830360844642142,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,390148,uosmo,347449,77246086844956904,38584273999685238,0.499498105025423
4707747,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qr0hknsknc59fe2y8dsz3hes8w4z7p5ee5whfa,712,663501633940218830,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,12194,uosmo,3260071,442497705022273600,221003928917945230,0.4994464974836892
4707748,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cu674e4ezhs4drg6sxn3d32mv7h3r2ns9v9mvj,641,68603589129326900388,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,27088430,uosmo,726184,45751004973070221312,22852584156256679076,0.49949906389396426
4707748,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,625,15756575391153237574,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,1331785,uosmo,14457,10507888654408336384,5248686736744901190,0.4994996530100211
4707750,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,641,307607101485489272870,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,121460000,uosmo,3256084,205139961512191852544,102467139973297420326,0.4994986799157004
4707753,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1v2rz53c9vpz67svsv5k046ljnuj3ha0gzyzmsy,712,813620921719871131,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,14952,uosmo,3997894,542612523338011392,271008398381859739,0.499451057109199
4707755,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo128qj22r6f0nzaeeh62c25cyxkl2r8zaqg4tscm,678,1764533834991504762,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5943151,uosmo,5293195,1176748277124329216,587785557867175546,0.49949982446846874
4707757,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,662,8861160422611934,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,730385005,uosmo,6369,5908425297413141,2952735125198793,0.49974992939177465
4707757,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13y67n032f3wsfsu4wp5mu22mtnal473j9zqpmd,1,829267187770165359559,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7499377,uosmo,58549012,553029221558660726784,276237966211504632775,0.49949976500871673
4707757,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ea7zqnnk08y6xtfekpgslgvlv08rd05kgsykuv,604,379794506119248,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,52020773,uosmo,1459685,253323092687162,126471413432086,0.49924944500922463
4707762,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1v2rz53c9vpz67svsv5k046ljnuj3ha0gzyzmsy,704,246019907554833429,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,1256717384881387,uosmo,2000758,164067985108326016,81951922446507413,0.4994997798772174
4707763,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j6jn5pu6yuwulalhq5402almr3y42hgjag0j7r,690,20695403686642339757,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,23499987,uosmo,1773434,13801550954709233664,6893852731933106093,0.4994984081539655
4707764,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,577,1932293363059767,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,3567917,uosmo,271742,1288841427358985,643451935700782,0.49924833423402926
4707765,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l325dw2vs9hq7tmpwndcuya6hvsfchccfq4208,719,4280223132617773719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,147122,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,84465,3294086741718283008,986136390899490711,0.2993656415936077
4707765,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vzrt2kd974tt2n67hv9n8axhuk56swtpxuf60v,722,36369509822334987012,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2573113344906393528,uosmo,4795931,24254453767511097344,12115056054823889668,0.49949820230757114
4707767,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1hxadwapaz75v9zclps9ad0uhpckxdlwmyh5w0h,712,24530837614695345844,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,450778,uosmo,120537505,16359392935404276736,8171444679291069108,0.4994955932384746
4707771,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cx7y3zdtc9ewer2ugvykra8s4cdwd5xedpk8fk,605,7445476162388750543788,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,27421299289,uosmo,1119012,4965308335036752199680,2480167827351998344108,0.4994992576495536
4707771,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nqn5gq9q2wdwp86y9rmlradta9cdzd3w7zkquu,704,29165003844846590,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,223396225218561,uosmo,355658,29165003844858092,-11502,-3.943512183468556e-13
4707772,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1v2rz53c9vpz67svsv5k046ljnuj3ha0gzyzmsy,722,15075846149158875090,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1069401086268834371,uosmo,1982787,10053921489521680384,5021924659637194706,0.49949909245572544
4707772,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,669,3031668909503415715,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,1981954,uosmo,130727,2021791288392380160,1009877621111035555,0.4994964746900439
4707774,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1894jt6dv2sxxh3x20q9cv3mqkph422zkwy2va8,498,206989293699854548,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,60500,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,149899,138062337289773624,68926956410080924,0.49924517984519445
4707774,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo147c8lg8vsezqwfagags2f7y8g3jshvrg2qaau3,1,651197655003690483238,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5889004,uosmo,45976824,434276582290656493568,216921072713033989670,0.4994998154605792
4707775,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14pywyr7x0szy5paxe8j3gc0ye3un7pjz7au3hq,1,254330756254867954447,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2300162,uosmo,17955356,169610382749611376640,84720373505256577807,0.4994999252511898
4707776,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ct23prmshcuy0sumj2s09zw0d5x8v378ttdkp7,674,117855138605152421,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,247040207171001277,uosmo,220001,78596416801122344,39258721804030077,0.49949760309517655
4707776,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cx7y3zdtc9ewer2ugvykra8s4cdwd5xedpk8fk,662,718355339872052777,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,59210955653,uosmo,516323,478985197879526272,239370141992526505,0.4997443408527471
4707777,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,662,2925453776488187,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,241162646,uosmo,2103,1950944030487785,974509746000402,0.49950676737597144
4707777,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,690,8806008691544414518,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,10000000,uosmo,754550,5872634079003544064,2933374612540870454,0.49949895959439705
4707780,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,573,502008913071766,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,701736,uosmo,10137,334784389694750,167224523377016,0.49949916580485754
4707780,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,719,19024546957277239343,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,500001,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,287055,11195070537878293504,7829476419398945839,0.6993682079007963
4707780,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kzwd7yysw2mns8kgwzvx2ds7rer9v0jer5qxan,712,873314484252464594,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16048,uosmo,4291251,582415754210557760,290898730041906834,0.4994691986589699
4707781,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14mz27u8mqdhh5wqpv6qkxkcvalxw2gxejjrxx4,1,8292785766385885150,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,75000,uosmo,585461,5530392078276766208,2762393688109118942,0.49949328167160667
4707783,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo195qtq6dhtnkzxzeeh5sm2v0gcwxnj0cx2r6e4p,678,159337238573642858,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,536467,uosmo,478153,106260316540435408,53076922033207450,0.49949900170878947
4707790,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,604,14601900669955,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,1999996,uosmo,56122,9739531849097,4862368820858,0.4992405072640955
4707793,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1awy5a2wu4jxad56np8tclrch92hrufwuv6jsn3,678,314670604235494020,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1059344,uosmo,944388,209850427922834976,104820176312659044,0.49949946421459246
4707795,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yft5uvlg9hs4302uv5t5hvft6fm8xmdanjpfur,604,1083450975988837,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,148397468,uosmo,4164187,722662155151275,360788820837562,0.49924964005073447
4707797,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l2vzsd2jdzap8zwjk0krlufgwm4rgw2dq9zvpf,641,23874847955239072129,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,9427177,uosmo,252715,15921873729913748480,7952974225325323649,0.4994998930548864
4707798,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t4p7mwr0g4afs2w6kzn3whyjzc8a89x9hhl7pf,712,17974577597465980504,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,330287,uosmo,88322877,11987075585329548288,5987502012136432216,0.4994964759765319
4707801,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,601,6063209054513493,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,299877,uosmo,86299,4044165926384213,2019043128129280,0.4992483406669854
4707801,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1r68ht4rszyttxt29p2fvlc9kx97056udrfr5ta,712,12951148597373729554,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,237978,uosmo,63638272,8636998989241102336,4314149608132627218,0.4994963659839091
4707802,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,3,922122587245459248,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,20017,uosmo,6148,614967389258471296,307155197986987952,0.4994658307936559
4707804,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t3yvpsxwpp4nq2hfry6w5jnfz938t3ve0097s0,3,93965162922474649130175,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,2039768191,uosmo,626515299,62667433866775649845248,31297729055698999284927,0.4994257323865321
4707806,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1w9zvj2swp396altz9kq7lj2pel0ykawpjnh68h,678,52690412342864955,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,177390,uosmo,158129,35138760050814194,17551652292050761,0.49949549348552136
4707807,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1k9dcz2j2qc9gx3ddda250p06kmku476jqqlw5d,578,4573054946640401645,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1839981000,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,17421760107,3051371924900729344,1521683021739672301,0.4986881505076368
4707808,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lr96tt6u0jmvfvladzq0dd808wmkqt88pg36dh,1,619188180310226750644,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5599974,uosmo,43713329,412929812242171789312,206258368068054961332,0.49949982285873373
4707811,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,573,41796936557964,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,58427,uosmo,844,27874151041780,13922785516184,0.49948733847769633
